lot_area_sq_m,distance_to_transit_km,renovation_cost_pesos,house_price_pesos
141,0.6,177209.9,3707651.88
235,1.1,149914.9,5999897.88
276,2.8,291040.2,7109248.24
319,4.9,490714.9,8318857.88
224,0.2,64073.5,5666888.2
112,4.1,413038.4,3090646.08
181,4.2,95904.8,4430085.76
303,2.8,298537.0,7793244.4
167,4.1,98141.9,4087770.28
159,3.4,60420.6,3877504.72
276,4.9,143368.4,6827042.08
325,2.8,241531.7,8274838.04
344,3.3,454686.2,8980623.44
239,1.4,295443.0,6259531.6
127,4.4,121197.0,3100436.4
371,0.7,106759.1,9368110.92
284,5.0,397379.9,7326855.88
285,0.4,463165.3,7660798.36
399,1.4,147738.5,10082286.2
381,4.9,459497.9,9831397.48
281,3.5,314772.5,7227727.0
235,1.6,165539.6,5993647.52
339,1.7,281720.8,8728064.96
167,0.5,322452.9,4536943.48
308,4.9,232051.8,7733462.16
148,2.9,313980.6,3931776.72
239,4.8,154866.9,5920840.28
250,1.9,235484.5,6437581.4
218,4.6,66119.6,5299343.52
111,1.8,402202.6,3167643.12
327,1.6,399577.9,8574493.48
197,1.9,408949.8,5320739.76
382,1.9,301453.1,9816743.72
254,2.3,273770.9,6563525.08
216,0.2,462537.6,5945045.12
198,3.2,133913.4,4950696.08
218,0.8,70668.5,5494802.2
126,2.9,429090.3,3519908.36
187,2.8,244209.0,4828050.8
387,2.4,335905.7,9958086.84
365,3.5,404267.6,9435121.12
161,4.9,160715.2,3972858.24
179,0.3,447666.4,4997199.68
290,3.2,201306.6,7331567.92
238,2.3,149546.4,6014455.68
269,3.6,411517.3,7038820.76
139,3.5,138758.5,3466510.2
184,1.8,493345.8,5102014.96
321,1.0,452057.2,8517468.64
134,4.9,308717.8,3475461.36
245,4.4,361164.3,6338397.16
296,3.5,143890.1,7397668.12
354,1.8,295720.1,9114864.12
326,3.6,306231.0,8337477.2
253,2.2,333244.1,6614892.92
281,1.0,194306.4,7208167.68
143,4.4,477371.1,3927845.32
300,4.3,194529.3,7518435.16
308,4.6,158942.3,7660730.76
115,3.8,442140.8,3215568.96
177,2.9,461216.6,4833459.92
371,1.6,69928.7,9278914.44
115,2.0,72375.5,2861850.6
373,1.7,172260.7,9446712.84
102,3.4,426729.8,2892075.76
364,2.7,407722.2,9454266.64
215,3.6,356373.4,5622648.08
327,0.2,248767.0,8463520.4
123,4.2,272820.7,3192384.84
363,4.0,382833.6,9334400.32
89,0.8,152201.9,2367642.28
135,3.2,199095.9,3453915.08
316,3.2,121887.7,7886265.24
250,1.6,277695.4,6503234.48
378,1.0,158473.5,9590168.2
147,4.8,285743.7,3777892.44
112,3.9,216642.7,2864971.24
110,4.9,95480.9,2619577.08
383,3.6,94430.7,9508316.84
323,2.8,146006.8,8110208.16
275,3.3,124912.4,6859894.88
236,2.0,454705.8,6345646.96
294,2.4,237713.1,7515255.72
141,4.7,148877.2,3468652.64
107,5.0,330222.4,2821266.88
298,3.8,264681.0,7577617.2
129,1.5,494265.3,3743118.36
366,1.1,385655.5,9557786.6
90,3.6,87612.0,2175134.4
393,0.5,374327.5,10249193.0
103,1.4,262334.0,2819800.8
257,1.3,273199.5,6687839.4
219,4.2,335268.9,5667322.68
232,2.8,190325.7,5888390.84
112,0.6,291135.9,3119363.08
209,2.5,448141.1,5637769.32
272,2.1,440234.6,7223281.52
94,2.1,471741.1,2811089.32
384,4.7,390883.7,9834060.44
345,4.0,51209.2,8486451.04
137,1.3,268773.8,3682528.56
99,1.2,490724.3,3003869.16
275,3.1,71510.6,6805812.72
248,1.9,265929.9,6424115.88
170,0.6,166919.5,4420303.4
326,1.8,495186.9,8654224.28
136,1.9,366536.1,3744843.32
231,4.6,127751.9,5698302.28
188,1.6,295189.6,4974227.52
164,3.4,88373.2,4036047.84
115,0.4,71859.0,2941230.8
387,4.8,234782.5,9716739.0
252,4.4,301816.6,6442179.92
168,3.5,270072.7,4349087.24
194,0.5,213405.8,5081086.96
394,1.5,111119.1,9908342.92
378,3.4,265546.7,9598656.04
126,2.6,381968.5,3478362.2
338,1.5,80705.7,8471846.84
274,5.0,150165.9,6780199.08
137,1.9,175939.1,3541126.92
183,0.4,304163.3,4919995.96
245,1.4,175145.3,6265174.36
288,0.9,333481.8,7555178.16
338,0.7,233789.9,8695547.88
126,1.0,499501.3,3699401.56
217,4.6,481737.2,5773084.64
312,3.4,368642.3,8072370.76
317,4.0,317147.3,8105576.76
164,2.5,328184.0,4368820.8
196,0.9,268319.3,5176983.16
202,4.5,91437.9,4934725.48
196,1.5,136678.4,4989014.08
176,2.4,130658.4,4436790.08
335,2.7,99928.8,8359914.56
81,1.6,457046.6,2493455.92
185,3.2,81080.4,4562296.48
245,2.8,211673.1,6239007.72
148,1.3,397684.3,4112221.16
181,2.2,416017.5,4914221.0
301,4.5,282508.5,7639010.2
343,3.6,210038.5,8647046.2
130,2.7,114914.4,3252897.28
94,0.6,152934.7,2503521.64
211,3.4,468127.9,5666753.48
224,2.9,468674.4,6017409.28
181,4.5,255034.6,4606041.52
81,3.4,415268.2,2353321.84
234,2.0,368129.4,6191755.28
232,0.7,186662.5,5988995.0
262,0.4,95949.2,6645139.04
222,0.5,58551.2,5595261.44
81,3.4,334768.0,2256721.6
277,2.6,425359.9,7305431.88
364,4.2,393766.7,9362520.04
251,1.6,213662.7,6451395.24
190,3.7,473624.8,5133349.76
136,1.4,445241.9,3864290.28
143,4.4,88277.5,3460933.0
115,4.3,64512.1,2737414.52
259,0.3,287772.2,6805326.64
223,0.7,116940.2,5680328.24
366,4.0,285214.7,9292257.64
109,2.8,186299.8,2808559.76
177,1.3,407776.5,4849331.8
158,4.2,373625.5,4188350.6
396,2.0,198389.9,10038067.88
365,1.2,208151.3,9314781.56
273,0.8,298642.1,7143370.52
244,3.2,54919.7,6005903.64
329,1.5,76334.6,8241601.52
133,4.8,461602.0,3638922.4
331,4.5,411659.3,8543991.16
154,3.5,87306.5,3779767.8
325,2.0,202620.9,8268145.08
324,1.9,123748.8,8153498.56
278,4.6,133382.2,6880058.64
102,2.8,456343.8,2957612.56
316,2.6,225528.0,8040633.6
138,4.6,252477.2,3522972.64
323,0.8,158343.4,8225012.08
155,4.2,153996.5,3849795.8
353,1.1,190382.0,8998458.4
337,3.3,208848.7,8510618.44
194,3.6,76577.7,4761893.24
349,4.5,232543.6,8779052.32
298,1.1,50996.5,7456195.8
124,4.5,109442.2,3006330.64
267,4.0,276375.9,6806651.08
354,1.9,118918.0,8897701.6
257,0.8,227769.3,6658323.16
130,4.3,66509.2,3114811.04
359,2.6,182053.1,9063463.72
171,3.5,406162.4,4587394.88
152,3.7,149305.3,3794166.36
272,3.3,189376.3,6862251.56
128,1.4,149001.6,3308801.92
291,0.5,281373.6,7587648.32
232,1.1,246412.7,6040695.24
358,3.0,372953.9,9247544.68
358,2.4,493242.6,9421891.12
127,2.4,352584.6,3478101.52
260,4.4,462279.3,6834735.16
132,0.6,325411.9,3660494.28
186,1.3,197982.4,4822578.88
375,3.5,429597.2,9715516.64
85,2.4,95235.5,2119282.6
114,0.4,484280.3,3411136.36
213,2.8,275628.0,5515753.6
176,1.0,471367.7,4915641.24
115,4.6,499908.6,3244890.32
259,4.2,296088.1,6620305.72
354,4.8,214305.2,8867166.24
384,3.8,92391.2,9520869.44
152,3.8,52136.5,3672563.8
367,1.0,434314.2,9646177.04
214,4.0,406402.3,5637682.76
334,3.8,181935.0,8378322.0
94,2.3,94642.9,2348571.48
324,4.8,368942.2,8302730.64
315,4.6,223181.3,7912817.56
215,1.4,231494.8,5582793.76
213,2.5,329272.6,5595127.12
302,2.4,405279.9,7916335.88
383,4.0,53676.5,9439411.8
392,2.6,128239.3,9823887.16
381,3.3,289377.6,9707253.12
333,2.5,177961.6,8413553.92
198,0.9,199306.6,5144167.92
195,1.3,173316.7,5017980.04
193,1.5,385001.8,5212002.16
343,3.2,106351.4,8542621.68
125,3.5,427759.5,3463311.4
262,1.4,391948.8,6950338.56
304,5.0,482624.3,7929149.16
363,2.9,178543.2,9144251.84
340,1.1,60705.4,8517846.48
138,1.8,303258.9,3723910.68
299,4.8,295966.1,7590159.32
339,1.7,487120.3,8974544.36
317,4.1,477304.2,8292765.04
351,2.5,437276.5,9174731.8
337,4.5,110463.7,8332556.44
114,2.3,196980.4,2971376.48
121,1.8,131369.0,3092642.8
192,2.8,459764.6,5211717.52
298,1.5,490296.8,7963356.16
217,1.8,167083.6,5535500.32
368,0.2,319780.8,9573736.96
99,1.4,57275.8,2473730.96
204,3.8,280989.9,5247187.88
298,2.8,270382.7,7634459.24
263,0.8,381097.6,6992317.12
254,0.5,498935.1,6923722.12
125,2.9,136406.4,3143687.68
344,4.4,331275.1,8777530.12
191,4.5,360836.5,4983003.8
279,1.1,157325.0,7108790.0
150,3.7,431686.1,4083023.32
128,3.8,263900.3,3326680.36
319,1.5,60871.3,7973045.56
154,3.7,446775.7,4201130.84
276,2.6,216311.8,7029574.16
239,0.5,464235.7,6507082.84
245,3.3,152289.1,6142746.92
206,3.2,169634.7,5193561.64
205,3.7,96238.1,5055485.72
189,2.2,310267.4,4987320.88
200,2.6,337346.5,5274815.8
196,4.1,175498.6,4905598.32
299,1.1,315304.1,7798364.92
286,4.9,279368.1,7240241.72
100,5.0,415338.3,2748405.96
87,4.8,58314.3,2004977.16
124,2.9,495109.3,3549131.16
98,0.3,131927.2,2593312.64
298,2.5,426162.7,7836395.24
336,4.3,467539.8,8746047.76
260,0.7,481276.3,7042531.56
337,1.2,472326.2,8931791.44
273,1.1,411746.8,7264096.16
387,1.2,338326.1,10020991.32
82,3.1,475698.4,2465838.08
242,1.2,61524.0,6063828.8
284,3.0,132225.6,7108670.72
209,1.7,148542.3,5318250.76
194,0.8,282875.2,5149450.24
168,3.4,343279.3,4441935.16
215,0.2,87013.7,5469416.44
210,2.1,288170.7,5490804.84
337,3.2,377872.7,8718447.24
385,1.3,332404.2,9958885.04
392,2.6,196063.0,9905275.6
230,2.3,227340.3,5907808.36
106,2.2,414885.2,3037862.24
164,2.3,96574.2,4100889.04
217,3.8,333356.8,5635028.16
374,1.0,498801.1,9898561.32
264,3.0,266137.7,6769365.24
188,2.3,335083.9,4987100.68
320,2.6,462286.5,8424743.8
237,2.7,339465.9,6197359.08
106,4.1,81895.2,2543274.24
259,1.6,271407.3,6720688.76
382,4.9,208991.3,9555789.56
335,2.5,90270.5,8358324.6
274,1.5,224910.3,7044892.36
154,3.6,81366.7,3767640.04
368,4.9,94175.4,9068010.48
367,3.0,322066.2,9411479.44
278,1.5,128850.9,7029621.08
365,1.1,209431.5,9321317.8
155,0.4,352582.3,4278098.76
163,4.2,113646.8,4001376.16
325,0.7,417187.0,8590624.4
227,1.6,485712.6,6177855.12
277,1.0,260836.8,7188004.16
224,1.5,310532.3,5897638.76
281,2.8,125928.6,7036114.32
210,3.1,245202.2,5389242.64
393,1.8,411755.8,10229106.96
220,2.7,233346.8,5645016.16
163,4.3,360547.0,4292656.4
388,3.8,235113.2,9792135.84
164,4.4,253085.3,4183702.36
202,3.3,268526.9,5207232.28
321,1.3,242638.8,8251166.56
130,3.3,112780.7,3220336.84
242,0.5,343802.8,6437563.36
307,1.9,375767.5,8030921.0
261,2.1,387483.1,6884979.72
98,4.0,85036.5,2352043.8
357,0.8,236123.1,9168347.72
400,1.4,359386.2,10361263.44
336,4.8,443012.8,8691615.36
366,1.2,159758.0,9281709.6
386,3.9,168276.3,9656931.56
362,0.5,457579.1,9574094.92
244,3.0,293100.4,6301720.48
182,1.0,253294.6,4803953.52
315,1.1,294448.8,8173338.56
149,2.0,386116.9,4088340.28
318,2.6,377801.9,8273362.28
204,3.3,441374.1,5464648.92
287,0.8,484065.9,7715879.08
395,2.0,196834.5,10011201.4
195,3.0,213600.7,4981320.84
273,4.2,169219.9,6818063.88
332,4.2,350207.2,8510248.64
84,0.9,133475.8,2215170.96
303,3.9,351454.4,7801745.28
328,3.2,303117.2,8403740.64
124,0.5,71773.9,3161128.68
275,2.0,324850.4,7164820.48
365,2.6,392539.3,9466047.16
340,3.7,312874.5,8690449.4
357,1.0,296477.0,9230772.4
353,0.6,475067.8,9365081.36
179,1.4,140639.1,4573766.92
268,4.7,495148.4,7059178.08
193,0.4,280382.9,5141459.48
371,2.7,490201.6,9728241.92
295,3.0,453066.1,7768679.32
91,1.2,141532.0,2384838.4
376,1.6,221776.2,9586131.44
191,3.7,455115.2,5136138.24
304,1.8,486300.9,8093561.08
128,1.7,489052.8,3701863.36
267,4.4,191866.1,6685239.32
261,1.1,143661.8,6642394.16
368,0.4,309099.2,9550919.04
129,0.9,242318.9,3470782.68
375,3.7,334282.7,9591139.24
322,0.2,69638.8,8123566.56
351,3.2,474343.9,9184212.68
341,3.8,91545.7,8444854.84
255,1.8,446945.7,6821334.84
133,3.2,247382.5,3461859.0
164,2.9,387949.1,4420538.92
116,0.4,495135.7,3474162.84
119,3.9,297708.5,3137250.2
195,3.7,499268.9,5289122.68
211,0.8,157954.4,5424545.28
341,0.4,293271.9,8856926.28
269,1.1,341404.8,7079685.76
388,1.0,464913.9,10207896.68
171,1.5,449598.5,4739518.2
375,2.9,69157.9,9312989.48
284,0.7,142049.9,7235459.88
225,2.8,261428.8,5798714.56
284,3.9,173502.1,7113202.52
367,4.0,258058.3,9284669.96
168,2.1,227583.7,4368100.44
371,4.7,213481.1,9296177.32
209,4.6,451758.6,5537110.32
201,4.3,389845.9,5277815.08
380,2.1,299295.3,9754154.36
312,1.3,419609.1,8238530.92
247,2.1,398987.6,6548785.12
327,0.9,385269.9,8592323.88
277,1.3,325967.3,7251160.76
115,3.4,351670.1,3127004.12
202,4.2,223416.1,5108099.32
145,1.3,124748.9,3709698.68
323,4.9,315339.8,8208407.76
217,2.4,357284.5,5733741.4
338,0.2,178559.2,8654271.04
279,3.2,246892.4,7111270.88
346,4.9,211862.0,8659234.4
211,3.7,127442.4,5242930.88
218,3.0,288743.9,5646492.68
222,1.1,404230.9,5980077.08
144,3.5,470761.6,3989913.92
157,0.6,173752.0,4103502.4
385,0.4,323818.3,9993581.96
277,1.2,353713.5,7289456.2
337,1.6,256585.8,8652902.96
90,4.4,53112.8,2093735.36
104,0.8,150624.5,2740749.4
313,3.1,322717.1,8057260.52
164,3.2,296445.4,4295734.48
324,1.9,204436.3,8250323.56
325,3.1,254949.6,8275939.52
157,3.6,384514.9,4206417.88
303,3.1,231764.3,7698117.16
93,4.1,235961.5,2403153.8
190,3.8,407397.3,5048876.76
120,0.8,448910.8,3498692.96
395,3.8,253916.1,9989699.32
207,3.7,485784.8,5572941.76
133,3.8,254145.6,3439974.72
161,1.0,368051.1,4416661.32
301,2.3,218306.0,7671967.2
207,2.8,123265.1,5182918.12
211,4.3,372233.3,5506679.96
396,3.9,388289.2,10170947.04
215,1.5,82434.7,5398921.64
320,3.6,77974.5,7913569.4
176,1.8,118053.0,4451663.6
114,0.9,171624.3,3010949.16
343,4.3,408781.3,8850537.56
263,1.7,139415.6,6657298.72
128,3.0,247577.9,3347093.48
237,0.3,204138.3,6154965.96
224,0.4,224320.8,5849184.96
113,3.0,249107.7,2973929.24
346,3.9,59856.5,8526827.8
213,4.8,418706.2,5587447.44
281,4.9,216560.2,7039872.24
332,3.8,358328.6,8539994.32
339,2.6,298847.2,8703616.64
257,3.3,201316.1,6501579.32
215,3.1,254004.6,5524805.52
357,1.0,185795.7,9097954.84
302,3.2,496782.6,7986139.12
374,1.9,497819.6,9852383.52
294,2.9,152056.0,7387467.2
136,2.0,151689.3,3482027.16
256,0.9,84140.4,6455968.48
81,3.8,315196.9,2213236.28
355,2.4,150084.0,8935100.8
371,4.5,69613.3,9133535.96
333,0.6,191007.7,8524209.24
312,3.9,63211.5,7680853.8
292,0.5,134100.7,7435920.84
213,4.0,272021.9,5451426.28
398,2.1,326567.3,10236880.76
358,3.5,220001.0,9039001.2
87,3.8,436947.7,2509337.24
84,4.7,309789.5,2236747.4
88,1.5,325869.2,2516043.04
174,4.9,140474.4,4273569.28
186,1.0,384639.5,5061567.4
95,4.4,301103.1,2516323.72
325,3.3,81463.2,8057755.84
399,2.5,394823.3,10323787.96
260,1.3,374639.1,6884566.92
179,2.1,465276.6,4928331.92
115,0.8,212858.2,3090429.84
173,4.2,408160.7,4604792.84
152,1.3,246097.9,4030317.48
136,4.2,350923.1,3611107.72
317,2.4,84136.5,7905963.8
290,0.5,103882.7,7349659.24
210,1.8,164846.3,5357815.56
151,4.6,62758.7,3620310.44
185,4.0,70389.3,4509467.16
193,4.3,137081.7,4774498.04
119,1.7,56215.9,2957459.08
321,1.9,472457.8,8496949.36
211,2.9,105473.5,5256568.2
378,3.0,243674.6,9592409.52
205,0.7,374405.4,5539286.48
336,1.7,432681.5,8834217.8
366,3.2,460395.9,9542475.08
217,3.7,343864.1,5652636.92
268,4.1,203748.7,6739498.44
200,3.4,325627.9,5220753.48
381,0.7,152130.9,9672557.08
91,1.5,66783.5,2280140.2
383,3.6,56343.2,9462611.84
187,4.4,444578.5,4988494.2
331,2.0,197660.6,8412192.72
252,1.1,435997.5,6768197.0
165,4.3,321269.9,4295523.88
138,1.2,290535.1,3738642.12
107,3.1,394055.0,2992866.0
304,2.4,78290.3,7573948.36
130,2.5,264936.1,3442923.32
322,4.0,239119.3,8136943.16
310,3.7,76163.8,7656396.56
117,0.8,482474.8,3463969.76
232,0.5,403015.9,6258619.08
88,0.6,194094.0,2402912.8
308,2.3,345709.8,7999851.76
109,0.7,275506.8,3020608.16
114,4.6,357826.4,3049391.68
344,4.5,414003.7,8871804.44
112,4.1,270427.5,2919513.0
313,3.3,196322.2,7895586.64
198,3.2,403177.7,5273813.24
244,0.6,248459.8,6368151.76
319,1.4,315640.1,8283768.12
391,2.7,116921.9,9780306.28
327,1.2,432954.1,8634544.92
289,0.2,461274.5,7768529.4
108,5.0,113516.4,2586219.68
283,3.3,195575.5,7144690.6
241,2.3,468546.7,6472256.04
366,1.6,164617.8,9267541.36
296,3.8,492733.2,7801279.84
290,0.5,421488.8,7730786.56
133,1.9,57126.8,3298552.16
356,5.0,240004.0,8938004.8
102,2.6,169134.7,2622961.64
314,1.9,359740.8,8186688.96
319,2.4,130112.5,8011135.0
110,4.4,107657.1,2659188.52
340,1.8,433024.8,8929629.76
313,2.6,314821.5,8072785.8
349,0.5,362297.8,9134757.36
318,3.0,248308.4,8097970.08
383,2.4,400374.1,9935448.92
288,4.6,119261.4,7113113.68
251,2.4,224976.8,6424972.16
258,3.4,369407.5,6723289.0
331,1.0,244610.0,8518532.0
332,3.7,321557.1,8500868.52
141,2.4,496047.5,4000257.0
261,3.4,344455.0,6768346.0
161,4.9,270936.6,4105123.92
348,4.7,125452.7,8615543.24
228,3.7,142737.5,5686285.0
340,1.5,278426.5,8759111.8
287,1.9,114790.5,7217748.6
155,0.8,54207.3,3900048.76
137,1.4,176518.2,3566821.84
91,1.3,162729.8,2405275.76
193,3.1,485491.3,5252589.56
307,2.5,177515.6,7763018.72
142,5.0,417894.0,3801472.8
86,1.5,219214.3,2338057.16
84,3.0,396148.7,2425378.44
173,0.8,111900.3,4419280.36
261,1.2,392286.8,6935744.16
253,3.0,121313.0,6320575.6
85,3.9,334192.3,2331030.76
387,4.2,230792.3,9741950.76
349,3.7,255471.6,8846565.92
226,3.8,137423.5,5624908.2
329,1.2,150224.2,8345269.04
243,3.3,409561.9,6401474.28
249,0.6,394685.2,6668622.24
343,1.0,448798.1,9063557.72
207,3.5,269000.9,5322801.08
296,2.5,487840.9,7860409.08
383,1.5,410974.0,9993168.8
134,4.1,299048.6,3503858.32
316,4.9,349733.9,8074680.68
168,4.5,72920.2,4062504.24
350,0.9,372669.4,9152203.28
252,1.9,425078.6,6715094.32
372,3.1,304016.4,9509819.68
252,2.8,295438.3,6514525.96
334,4.3,114985.1,8272982.12
178,3.6,478986.2,4844783.44
394,1.7,260974.2,10078169.04
232,3.8,205397.5,5856477.0
272,4.9,472467.8,7121961.36
326,3.0,428682.7,8514419.24
202,2.0,275825.5,5280990.6
132,4.1,181841.0,3313209.2
361,4.1,336778.8,9224134.56
